date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,week_number,year_number,year-week,weeknum,,h,c,,
6/18/2007 0:00,0.764586,0.672897,521,441,1456,749,216378,25,2007,2007-25,25,72,0,#N/A,,
6/25/2007 0:00,0.793127,0.666282,514,408,1455,742,218376,26,2007,2007-26,26,68,0,#N/A,,
7/2/2007 0:00,0.66909,0.662747,394,360,1169,711,176387,27,2007,2007-27,27,77,0,#N/A,,
7/9/2007 0:00,0.62115,0.545619,366,372,1086,697,199040,28,2007,2007-28,28,58,0,#N/A,,
7/16/2007 0:00,0.603659,0.586231,446,345,1211,698,206574,29,2007,2007-29,29,56,0,#N/A,,
7/23/2007 0:00,0.649058,0.660687,477,392,1356,691,205241,30,2007,2007-30,30,57,0,#N/A,,
7/30/2007 0:00,0.568338,0.534093,321,311,1037,677,194161,31,2007,2007-31,31,39,0,#N/A,,
8/6/2007 0:00,0.651546,0.585549,389,385,1172,667,200154,32,2007,2007-32,32,54,0,#N/A,,
8/13/2007 0:00,0.652176,0.618075,439,411,1283,666,207580,33,2007,2007-33,33,40,0,#N/A,,
8/20/2007 0:00,0.803849,0.687465,495,457,1448,671,210629,34,2007,2007-34,34,51,0,#N/A,,
8/27/2007 0:00,0.787458,0.715696,502,500,1526,652,213219,35,2007,2007-35,35,41,0,#N/A,,
9/3/2007 0:00,0.943263,0.829313,519,545,1554,641,187384,36,2007,2007-36,36,43,0,#N/A,,
9/10/2007 0:00,0.946932,0.800912,496,682,1694,638,211509,37,2007,2007-37,37,42,0,#N/A,,
9/17/2007 0:00,0.987146,0.918484,609,681,1913,632,208278,38,2007,2007-38,38,38,0,#N/A,,
9/24/2007 0:00,1.05206,0.814259,729,788,2228,703,273623,39,2007,2007-39,39,27,0,#N/A,,
10/1/2007 0:00,0.995184,1.07197,2187,1997,5641,1373,526227,40,2007,2007-40,40,19,6,#N/A,,
10/8/2007 0:00,1.22003,1.21786,2387,2433,6444,1429,529126,41,2007,2007-41,41,17,3,#N/A,,
10/15/2007 0:00,1.28548,1.24576,2583,2551,6941,1449,557172,42,2007,2007-42,42,18,4,#N/A,,
10/22/2007 0:00,1.3775,1.35984,2871,2788,7434,1477,546680,43,2007,2007-43,43,10,6,#N/A,,
10/29/2007 0:00,1.46725,1.44671,3074,2998,7915,1485,547104,44,2007,2007-44,44,7,12,#N/A,,
11/5/2007 0:00,1.55841,1.53286,3398,3303,8687,1539,566717,45,2007,2007-45,45,13,7,#N/A,,
11/12/2007 0:00,1.61958,1.66653,3563,3290,9104,1516,546284,46,2007,2007-46,46,15,12,#N/A,,
11/19/2007 0:00,1.8112,1.97488,3651,2631,8570,1523,433951,47,2007,2007-47,47,17,21,#N/A,,
11/26/2007 0:00,1.61865,1.67305,3679,3158,9171,1513,548159,48,2007,2007-48,48,23,20,#N/A,,
12/3/2007 0:00,1.62124,1.63405,3365,2907,8436,1487,516263,49,2007,2007-49,49,24,22,#N/A,,
12/10/2007 0:00,1.67351,1.74595,3298,2694,8091,1453,463416,50,2007,2007-50,50,17,26,#N/A,,
12/17/2007 0:00,1.95096,1.93643,3580,2724,8750,1420,451862,51,2007,2007-51,51,36,47,#N/A,,
12/24/2007 0:00,2.50019,2.48905,3848,2348,8902,1426,357646,52,2007,2007-52,52,40,65,#N/A,,
12/31/2007 0:00,2.43939,2.25405,3737,2568,9706,1486,430603,53,2007,2007-53,53,64,0,#N/A,,
1/7/2008 0:00,2.29319,2.09147,3393,3644,11115,1509,531444,2,2008,2008-1,1,90,55,#N/A,,
1/14/2008 0:00,2.62907,2.35934,3664,4900,12197,1511,516966,3,2008,2008-2,2,107,63,#N/A,,
1/21/2008 0:00,3.92966,3.32331,4289,7661,17171,1508,516683,4,2008,2008-3,3,172,80,#N/A,,
1/28/2008 0:00,4.99202,4.43381,5222,11974,24812,1514,559609,5,2008,2008-4,4,249,132,#N/A,,
2/4/2008 0:00,5.7776,5.34547,6059,15323,31896,1526,596692,6,2008,2008-5,5,252,238,#N/A,,
2/11/2008 0:00,5.98318,5.42258,6244,14336,31625,1518,583210,7,2008,2008-6,6,282,380,#N/A,,
2/18/2008 0:00,5.61677,5.30303,5922,12783,30245,1497,570334,8,2008,2008-7,7,360,410,#N/A,,
2/25/2008 0:00,4.53234,4.24456,4978,9958,25027,1453,589626,9,2008,2008-8,8,427,486,#N/A,,
3/3/2008 0:00,3.83249,3.628,4420,7849,20254,1445,558269,10,2008,2008-9,9,526,444,#N/A,,
3/10/2008 0:00,3.21522,3.03463,3878,6112,16714,1412,550776,11,2008,2008-10,10,466,382,#N/A,,
3/17/2008 0:00,2.69245,2.53595,3153,4493,13040,1395,514205,12,2008,2008-11,11,592,339,#N/A,,
3/24/2008 0:00,2.03366,2.0573,2689,3395,10376,1379,504350,13,2008,2008-12,12,619,243,#N/A,,
3/31/2008 0:00,1.65275,1.7415,2372,2697,8583,1327,492850,14,2008,2008-13,13,530,150,#N/A,,
4/7/2008 0:00,1.3113,1.40652,2045,2354,7045,1318,500881,15,2008,2008-14,14,414,129,#N/A,,
4/14/2008 0:00,1.1652,1.26861,1857,2013,6079,1288,479187,16,2008,2008-15,15,338,67,#N/A,,
4/21/2008 0:00,1.02035,1.07719,1572,1713,4953,1208,459808,17,2008,2008-16,16,214,54,#N/A,,
4/28/2008 0:00,0.877607,0.993445,1466,1416,4224,1147,425187,18,2008,2008-17,17,147,27,#N/A,,
5/5/2008 0:00,0.825107,0.911212,1356,1381,4011,1098,440183,19,2008,2008-18,18,108,0,#N/A,,
5/12/2008 0:00,0.787315,0.972109,1439,1274,3904,1074,401601,20,2008,2008-19,19,82,0,#N/A,,
5/19/2008 0:00,0.805439,0.993258,1393,1116,3646,945,367075,21,2008,2008-20,20,50,0,#N/A,,
5/26/2008 0:00,0.886061,1.09132,1473,1083,3803,869,348477,22,2008,2008-21,21,33,0,#N/A,,
6/2/2008 0:00,0.743743,0.888446,1159,906,2933,789,330127,23,2008,2008-22,22,8,0,#N/A,,
6/9/2008 0:00,0.706842,0.887691,1113,886,2906,764,327366,24,2008,2008-23,23,5,0,#N/A,,
6/16/2008 0:00,0.655943,0.883187,1115,855,2842,755,321789,25,2008,2008-24,24,8,0,#N/A,,
6/23/2008 0:00,0.633492,0.826756,937,810,2534,730,306499,26,2008,2008-25,25,2,0,#N/A,,
6/30/2008 0:00,0.571837,0.783201,913,762,2405,713,307073,27,2008,2008-26,26,6,0,#N/A,,
7/7/2008 0:00,0.558278,0.78061,881,749,2431,710,311423,28,2008,2008-27,27,2,0,#N/A,,
7/14/2008 0:00,0.597893,0.769073,826,703,2319,696,301532,29,2008,2008-28,28,4,0,#N/A,,
7/21/2008 0:00,0.577222,0.721298,779,704,2166,694,300292,30,2008,2008-29,29,9,0,#N/A,,
7/28/2008 0:00,0.596987,0.752527,788,763,2289,676,304175,31,2008,2008-30,30,9,0,#N/A,,
8/4/2008 0:00,0.564653,0.752721,679,706,2220,668,294930,32,2008,2008-31,31,8,0,#N/A,,
8/11/2008 0:00,0.585682,0.792766,789,745,2368,657,298701,33,2008,2008-32,32,16,0,#N/A,,
8/18/2008 0:00,0.503985,0.743896,730,754,2237,657,300714,34,2008,2008-33,33,14,0,#N/A,,
8/25/2008 0:00,0.468139,0.814166,794,892,2429,636,298342,35,2008,2008-34,34,26,0,#N/A,,
9/1/2008 0:00,0.576455,0.838401,774,880,2461,666,293535,36,2008,2008-35,35,24,0,#N/A,,
9/8/2008 0:00,0.681361,0.851124,859,994,2788,685,327567,37,2008,2008-36,36,22,0,#N/A,,
9/15/2008 0:00,0.794764,1.10976,1062,1527,3735,679,336560,38,2008,2008-37,37,23,0,#N/A,,
9/22/2008 0:00,0.868116,1.03114,983,1306,3400,716,329731,39,2008,2008-38,38,29,0,#N/A,,
9/29/2008 0:00,1.06828,1.02284,1535,2352,5687,1435,555999,40,2008,2008-39,39,58,0,#N/A,,
10/6/2008 0:00,1.00756,1.03017,1861,2291,5959,1500,578446,41,2008,2008-40,40,58,3,#N/A,,
10/13/2008 0:00,0.979399,1.01245,1869,2219,5896,1525,582351,42,2008,2008-41,41,91,11,#N/A,,
10/20/2008 0:00,1.04943,1.08359,1976,2474,6485,1527,598473,43,2008,2008-42,42,110,4,#N/A,,
10/27/2008 0:00,1.13218,1.16578,2119,2547,6987,1545,599343,44,2008,2008-43,43,168,11,#N/A,,
11/3/2008 0:00,1.13156,1.1913,2276,2668,7297,1555,612526,45,2008,2008-44,44,218,9,#N/A,,
11/10/2008 0:00,1.15469,1.28075,2512,2854,7667,1555,598635,46,2008,2008-45,45,297,12,#N/A,,
11/17/2008 0:00,1.20448,1.27053,2600,2828,7733,1563,608646,47,2008,2008-46,46,294,12,#N/A,,
11/24/2008 0:00,1.36081,1.59578,3024,2412,7634,1523,478386,48,2008,2008-47,47,228,14,#N/A,,
12/1/2008 0:00,1.30322,1.4585,3114,2913,8708,1551,597052,49,2008,2008-48,48,195,11,#N/A,,
12/8/2008 0:00,1.30204,1.49921,3252,3024,8689,1543,579573,50,2008,2008-49,49,199,22,#N/A,,
12/15/2008 0:00,1.45109,1.62982,3137,2579,7812,1416,479318,51,2008,2008-50,50,167,18,#N/A,,
12/22/2008 0:00,1.79927,2.15561,3897,2367,8706,1484,403876,52,2008,2008-51,51,117,16,#N/A,,
12/29/2008 0:00,2.12134,2.02053,3814,2042,8603,1490,425780,53,2008,2008-52,52,11,36,#N/A,,
1/5/2009 0:00,1.47138,1.54566,3245,2548,8956,1539,579428,2,2009,2009-1,1,6,30,#N/A,,
1/12/2009 0:00,1.61555,1.64224,3142,3345,9289,1512,565631,3,2009,2009-2,2,15,54,#N/A,,
1/19/2009 0:00,1.95333,1.96524,3602,4597,11456,1566,582932,4,2009,2009-3,3,10,58,#N/A,,
1/26/2009 0:00,2.42907,2.34368,4039,6602,14324,1554,611176,5,2009,2009-4,4,25,93,#N/A,,
2/2/2009 0:00,2.96686,2.86057,4606,8882,18268,1580,638613,6,2009,2009-5,5,54,108,#N/A,,
2/9/2009 0:00,3.57354,3.3421,5064,11215,21667,1569,648304,7,2009,2009-6,6,76,154,#N/A,,
2/16/2009 0:00,3.36653,3.20566,4848,9851,20022,1543,624583,8,2009,2009-7,7,133,185,#N/A,,
2/23/2009 0:00,3.2962,3.10049,4694,10092,20450,1544,659573,9,2009,2009-8,8,222,181,#N/A,,
3/2/2009 0:00,3.17227,2.95819,4420,9116,18441,1534,623389,10,2009,2009-9,9,395,155,#N/A,,
3/9/2009 0:00,2.5804,2.46381,4046,7446,15711,1524,637672,11,2009,2009-10,10,546,156,#N/A,,
3/16/2009 0:00,2.42922,2.19272,3657,6036,13277,1494,605503,12,2009,2009-11,11,884,111,#N/A,,
3/23/2009 0:00,1.99028,1.87395,3237,5052,11400,1470,608342,13,2009,2009-12,12,1417,95,#N/A,,
3/30/2009 0:00,1.72423,1.64817,2829,4283,9669,1440,586651,14,2009,2009-13,13,1525,57,#N/A,,
4/6/2009 0:00,1.60355,1.49878,2577,3407,8460,1422,564460,15,2009,2009-14,14,1391,42,#N/A,,
4/13/2009 0:00,1.28418,1.29233,2371,2761,7222,1415,558837,16,2009,2009-15,15,1062,15,#N/A,,
4/20/2009 0:00,1.2932,1.27164,2353,2855,7348,1445,577836,17,2009,2009-16,16,876,0,#N/A,,
4/27/2009 0:00,2.74012,2.98159,4821,8043,18627,1405,624734,18,2009,2009-17,17,724,0,#N/A,,
5/4/2009 0:00,2.22391,2.43702,3920,6221,14578,1422,598189,19,2009,2009-18,18,552,0,#N/A,,
5/11/2009 0:00,1.76657,2.2813,3236,5888,12554,1372,550300,20,2009,2009-19,19,490,0,#N/A,,
5/18/2009 0:00,1.92171,3.81572,4188,12026,20774,1331,544432,21,2009,2009-20,20,376,0,#N/A,,
5/25/2009 0:00,1.8611,4.21315,4496,12461,22394,1314,531526,22,2009,2009-21,21,338,0,#N/A,,
6/1/2009 0:00,1.68423,3.17832,3865,8615,17105,1305,538177,23,2009,2009-22,22,283,0,#N/A,,
6/8/2009 0:00,1.7393,2.50972,3072,5660,12392,1296,493761,24,2009,2009-23,23,262,0,#N/A,,
6/15/2009 0:00,1.83001,2.06632,2623,4740,10780,1280,521701,25,2009,2009-24,24,206,0,#N/A,,
6/22/2009 0:00,1.58128,1.71805,2299,3700,8801,1279,512268,26,2009,2009-25,25,164,0,#N/A,,
6/29/2009 0:00,1.49172,1.55965,2145,2893,7422,1237,475877,27,2009,2009-26,26,166,0,#N/A,,
7/6/2009 0:00,1.389,1.30856,1701,2481,6290,1246,480680,28,2009,2009-27,27,108,0,#N/A,,
7/13/2009 0:00,1.34702,1.18695,1581,2437,5964,1248,502466,29,2009,2009-28,28,55,0,#N/A,,
7/20/2009 0:00,1.16056,1.13796,1608,2285,5735,1248,503971,30,2009,2009-29,29,53,0,#N/A,,
7/27/2009 0:00,1.2085,1.15005,1519,2199,5587,1254,485804,31,2009,2009-30,30,9,0,#N/A,,
8/3/2009 0:00,1.15544,1.11262,1651,2082,5526,1230,496666,32,2009,2009-31,31,21,0,#N/A,,
8/10/2009 0:00,1.14518,1.16142,1645,2321,5877,1234,506019,33,2009,2009-32,32,19,0,#N/A,,
8/17/2009 0:00,1.4664,1.64107,2167,4210,8941,1286,544827,34,2009,2009-33,33,21,0,#N/A,,
8/24/2009 0:00,2.38017,2.47166,2883,8253,14556,1320,588916,35,2009,2009-34,34,33,0,#N/A,,
8/31/2009 0:00,3.44681,3.71969,3713,13114,21350,1358,573972,36,2009,2009-35,35,38,84,#N/A,,
9/7/2009 0:00,4.05315,3.94975,4087,13407,22561,1367,571201,37,2009,2009-36,36,61,213,#N/A,,
9/14/2009 0:00,4.26621,4.08756,4445,15326,26091,1380,638302,38,2009,2009-37,37,99,204,#N/A,,
9/21/2009 0:00,4.21579,4.01897,4462,14152,24454,1313,608464,39,2009,2009-38,38,159,269,#N/A,,
9/28/2009 0:00,4.8861,4.60362,4974,16291,27919,1331,606458,40,2009,2009-39,39,271,0,#N/A,,
10/5/2009 0:00,6.06923,5.66087,9302,27406,48420,2056,855346,41,2009,2009-40,40,302,719,#N/A,,
10/12/2009 0:00,7.09467,6.81522,11527,32585,58196,2134,853912,42,2009,2009-41,41,545,967,#N/A,,
10/19/2009 0:00,7.7151,7.61889,13187,39364,69068,2162,906536,43,2009,2009-42,42,855,1032,#N/A,,
10/26/2009 0:00,7.55134,7.38836,13174,36860,66411,2167,898860,44,2009,2009-43,43,1073,893,#N/A,,
11/2/2009 0:00,6.67118,6.33927,12161,30860,57017,2197,899425,45,2009,2009-44,44,1033,686,#N/A,,
11/9/2009 0:00,5.20633,4.94349,10151,21112,42729,2191,864348,46,2009,2009-45,45,853,460,#N/A,,
11/16/2009 0:00,4.04477,3.80996,8979,14652,32520,2157,853552,47,2009,2009-46,46,671,328,#N/A,,
11/23/2009 0:00,3.49722,3.44106,7716,8237,22508,2146,654101,48,2009,2009-47,47,574,193,#N/A,,
11/30/2009 0:00,2.69023,2.66773,7195,7988,21730,2122,814550,49,2009,2009-48,48,487,125,#N/A,,
12/7/2009 0:00,2.47119,2.47183,6490,7218,19325,2093,781811,50,2009,2009-49,49,353,92,#N/A,,
12/14/2009 0:00,2.44773,2.345,6275,5785,17081,2014,728401,51,2009,2009-50,50,279,72,#N/A,,
12/21/2009 0:00,2.64594,2.71435,6078,4127,14575,1934,536961,52,2009,2009-51,51,247,68,#N/A,,
12/28/2009 0:00,2.61567,2.67667,6598,3726,15613,1937,583299,53,2009,2009-52,52,185,77,#N/A,,
1/4/2010 0:00,1.90712,1.98284,4998,3961,14299,1996,721138,2,2010,2010-1,1,185,58,#N/A,,
1/11/2010 0:00,1.86738,1.82749,4877,4614,14088,2016,770895,3,2010,2010-2,2,194,56,#N/A,,
1/18/2010 0:00,1.88072,1.92606,5399,5079,14757,2053,766177,4,2010,2010-3,3,187,57,#N/A,,
1/25/2010 0:00,1.96908,1.92495,5333,5655,15122,2026,785580,5,2010,2010-4,4,211,39,#N/A,,
2/1/2010 0:00,2.11387,2.08877,5816,6142,16037,1996,767773,6,2010,2010-5,5,229,54,#N/A,,
2/8/2010 0:00,2.09695,2.03434,5496,5577,15381,1977,756068,7,2010,2010-6,6,188,40,#N/A,,
2/15/2010 0:00,1.90294,1.97649,5388,5536,15065,1954,762208,8,2010,2010-7,7,225,51,#N/A,,
2/22/2010 0:00,1.96951,1.99362,5040,6207,16087,1990,806925,9,2010,2010-8,8,19,41,#N/A,,
3/1/2010 0:00,1.92331,1.85383,4281,5685,14486,1953,781411,10,2010,2010-9,9,34,43,#N/A,,
3/8/2010 0:00,1.89659,1.8673,4612,5270,14354,1946,768702,11,2010,2010-10,10,49,42,#N/A,,
3/15/2010 0:00,1.75181,1.69987,4063,4466,12601,1933,741293,12,2010,2010-11,11,26,38,#N/A,,
3/22/2010 0:00,1.52632,1.49741,3625,4108,11191,1917,747358,13,2010,2010-12,12,29,27,#N/A,,
3/29/2010 0:00,1.49572,1.45112,3408,3733,10359,1875,713863,14,2010,2010-13,13,50,19,#N/A,,
4/5/2010 0:00,1.22313,1.20715,3090,2933,8813,1850,730068,15,2010,2010-14,14,68,17,#N/A,,
4/12/2010 0:00,1.17754,1.17415,3117,3110,8801,1831,749563,16,2010,2010-15,15,131,18,#N/A,,
4/19/2010 0:00,1.09112,1.16207,2921,3044,8362,1765,719580,17,2010,2010-16,16,337,10,#N/A,,
4/26/2010 0:00,1.11958,1.17213,3081,2972,8440,1755,720054,18,2010,2010-17,17,641,7,#N/A,,
5/3/2010 0:00,1.08169,1.12168,2781,2901,7914,1710,705551,19,2010,2010-18,18,1004,0,#N/A,,
5/10/2010 0:00,1.12497,1.14981,2851,2645,7697,1664,669414,20,2010,2010-19,19,1666,0,#N/A,,
5/17/2010 0:00,1.06197,1.13328,2816,2553,7603,1624,670887,21,2010,2010-20,20,2500,0,#N/A,,
5/24/2010 0:00,1.08909,1.08171,2636,2188,6853,1497,633532,22,2010,2010-21,21,2339,0,#N/A,,
5/31/2010 0:00,1.1776,1.19959,2413,2172,6595,1421,549773,23,2010,2010-22,22,1697,0,#N/A,,
6/7/2010 0:00,0.97493,0.952808,2147,1831,5755,1435,604004,24,2010,2010-23,23,1161,0,#N/A,,
6/14/2010 0:00,0.987132,0.916032,1975,1784,5316,1405,580329,25,2010,2010-24,24,867,0,#N/A,,
6/21/2010 0:00,0.995991,0.926582,2027,1779,5334,1384,575664,26,2010,2010-25,25,753,0,#N/A,,
6/28/2010 0:00,0.904726,0.86962,1754,1541,4718,1347,542536,27,2010,2010-26,26,690,0,#N/A,,
7/5/2010 0:00,0.941927,0.903133,1753,1566,4691,1353,519414,28,2010,2010-27,27,561,0,#N/A,,
7/12/2010 0:00,0.880415,0.773776,1458,1450,4234,1284,547187,29,2010,2010-28,28,439,0,#N/A,,
7/19/2010 0:00,0.842615,0.742774,1323,1335,3950,1265,531790,30,2010,2010-29,29,400,0,#N/A,,
7/26/2010 0:00,0.858382,0.730934,1290,1279,3850,1250,526723,31,2010,2010-30,30,360,0,#N/A,,
8/2/2010 0:00,0.83383,0.786882,1381,1357,4077,1241,518121,32,2010,2010-31,31,343,0,#N/A,,
8/9/2010 0:00,0.847437,0.763051,1378,1307,4008,1212,525260,33,2010,2010-32,32,322,0,#N/A,,
8/16/2010 0:00,0.888273,0.841043,1485,1592,4518,1225,537190,34,2010,2010-33,33,297,0,#N/A,,
8/23/2010 0:00,0.765372,0.791573,1520,1592,4420,1235,558382,35,2010,2010-34,34,276,0,#N/A,,
8/30/2010 0:00,0.91858,0.912732,1564,1866,5007,1170,548573,36,2010,2010-35,35,280,0,#N/A,,
9/6/2010 0:00,1.01432,1.03398,1850,1959,5493,1198,531250,37,2010,2010-36,36,203,0,#N/A,,
9/13/2010 0:00,1.01233,0.934009,1720,2118,5510,1210,589930,38,2010,2010-37,37,125,0,#N/A,,
9/20/2010 0:00,1.11803,1.08189,2134,2510,6741,1206,623077,39,2010,2010-38,38,76,0,#N/A,,
9/27/2010 0:00,1.11806,1.06563,1995,2383,6387,1254,599366,40,2010,2010-39,39,24,0,#N/A,,
10/4/2010 0:00,1.10939,1.13505,2627,3142,8473,1838,746485,41,2010,2010-40,40,26,13,#N/A,,
10/11/2010 0:00,1.24341,1.25256,2953,3522,9347,1875,746230,42,2010,2010-41,41,16,15,#N/A,,
10/18/2010 0:00,1.25726,1.2457,3044,3641,9684,1907,777397,43,2010,2010-42,42,17,17,#N/A,,
10/25/2010 0:00,1.25734,1.26774,3226,3822,9904,1929,781234,44,2010,2010-43,43,24,23,#N/A,,
11/1/2010 0:00,1.43414,1.43723,3451,4397,11020,1947,766753,45,2010,2010-44,44,16,24,#N/A,,
11/8/2010 0:00,1.51838,1.53341,3927,4679,11807,1940,769982,46,2010,2010-45,45,25,17,#N/A,,
11/15/2010 0:00,1.61617,1.69445,4416,5322,13336,1921,787038,47,2010,2010-46,46,25,36,#N/A,,
11/22/2010 0:00,1.84378,1.9915,4598,4145,12079,1938,606527,48,2010,2010-47,47,24,40,#N/A,,
11/29/2010 0:00,1.72535,1.81305,5045,4978,13997,1964,772016,49,2010,2010-48,48,35,64,#N/A,,
12/6/2010 0:00,1.87923,2.01426,5060,5867,14958,1936,742606,50,2010,2010-49,49,40,90,#N/A,,
12/13/2010 0:00,2.3371,2.55659,6300,7194,18022,1916,704923,51,2010,2010-50,50,63,107,#N/A,,
12/20/2010 0:00,3.03533,3.38185,7295,7071,19899,1840,588406,52,2010,2010-51,51,57,172,#N/A,,
12/27/2010 0:00,3.136,3.43172,7478,5764,20346,1887,592880,53,2010,2010-52,52,107,249,#N/A,,
1/3/2011 0:00,2.53336,2.69151,6584,6342,20026,1923,744043,2,2011,2011-1,1,86,252,#N/A,,
1/10/2011 0:00,2.91288,2.91063,6238,7773,20721,1921,711908,3,2011,2011-2,2,105,282,#N/A,,
1/17/2011 0:00,3.44497,3.49232,7247,11243,26257,1964,751850,4,2011,2011-3,3,164,360,#N/A,,
1/24/2011 0:00,4.16185,4.0037,8007,15291,31975,1947,798637,5,2011,2011-4,4,237,427,#N/A,,
1/31/2011 0:00,4.55159,4.43534,8195,16366,34284,1970,772974,6,2011,2011-5,5,331,526,#N/A,,
2/7/2011 0:00,4.46504,4.24215,8036,16516,34456,1961,812230,7,2011,2011-6,6,565,466,#N/A,,
2/14/2011 0:00,4.55124,4.39719,8172,17493,36567,1910,831600,8,2011,2011-7,7,711,592,#N/A,,
2/21/2011 0:00,4.0822,3.90256,7839,13718,31277,1908,801449,9,2011,2011-8,8,916,619,#N/A,,
2/28/2011 0:00,3.38812,3.15073,6376,10496,24627,1860,781629,10,2011,2011-9,9,1188,530,#N/A,,
3/7/2011 0:00,2.99142,2.72422,5691,8427,20377,1829,747993,11,2011,2011-10,10,965,414,#N/A,,
3/14/2011 0:00,2.61542,2.33336,5363,6702,17309,1823,741807,12,2011,2011-11,11,836,338,#N/A,,
3/21/2011 0:00,2.09065,1.925,4400,5489,14031,1790,728883,13,2011,2011-12,12,717,214,#N/A,,
3/28/2011 0:00,1.86146,1.75243,4189,5025,12957,1770,739375,14,2011,2011-13,13,518,147,#N/A,,
4/4/2011 0:00,1.61377,1.57704,3701,4557,11498,1723,729089,15,2011,2011-14,14,405,108,#N/A,,
4/11/2011 0:00,1.42199,1.35766,3164,3562,9391,1681,691707,16,2011,2011-15,15,322,82,#N/A,,
4/18/2011 0:00,1.3382,1.31223,3139,3064,8695,1651,662612,17,2011,2011-16,16,225,50,#N/A,,
4/25/2011 0:00,1.19995,1.14937,2895,2673,7830,1612,681240,18,2011,2011-17,17,25,33,#N/A,,
5/2/2011 0:00,1.14889,1.11451,2532,2553,7307,1585,655627,19,2011,2011-18,18,27,0,#N/A,,
5/9/2011 0:00,1.12194,1.10984,2551,2595,7236,1556,651983,20,2011,2011-19,19,29,0,#N/A,,
5/16/2011 0:00,1.06712,1.0524,2353,2280,6530,1516,620485,21,2011,2011-20,20,38,0,#N/A,,
5/23/2011 0:00,1.05058,1.03536,2213,2110,6072,1381,586460,22,2011,2011-21,21,41,0,#N/A,,
5/30/2011 0:00,1.15203,1.11777,2249,1980,5946,1357,531954,23,2011,2011-22,22,58,0,#N/A,,
6/6/2011 0:00,0.970975,0.982949,2040,1760,5547,1296,564322,24,2011,2011-23,23,50,0,#N/A,,
6/13/2011 0:00,0.894683,0.925194,1812,1599,4989,1279,539238,25,2011,2011-24,24,87,0,#N/A,,
6/20/2011 0:00,0.843568,0.835531,1604,1422,4448,1251,532356,26,2011,2011-25,25,115,0,#N/A,,
6/27/2011 0:00,0.815409,0.832393,1472,1462,4218,1225,506732,27,2011,2011-26,26,169,0,#N/A,,
7/4/2011 0:00,0.823052,0.855591,1423,1269,4009,1211,468565,28,2011,2011-27,27,230,0,#N/A,,
7/11/2011 0:00,0.674635,0.706949,1255,1206,3721,1220,526346,29,2011,2011-28,28,460,0,#N/A,,
7/18/2011 0:00,0.631883,0.694387,1243,1184,3597,1203,518011,30,2011,2011-29,29,924,0,#N/A,,
7/25/2011 0:00,0.641513,0.687976,1251,1188,3538,1179,514262,31,2011,2011-30,30,1190,0,#N/A,,
8/1/2011 0:00,0.529813,0.644743,1088,1125,3202,1175,496632,32,2011,2011-31,31,1078,0,#N/A,,
8/8/2011 0:00,0.644089,0.67533,1207,1223,3523,1175,521671,33,2011,2011-32,32,1082,0,#N/A,,
8/15/2011 0:00,0.667718,0.72823,1342,1358,3874,1191,531975,34,2011,2011-33,33,948,0,#N/A,,
8/22/2011 0:00,0.705668,0.806526,1505,1600,4444,1195,551005,35,2011,2011-34,34,1066,0,#N/A,,
8/29/2011 0:00,0.804155,0.860408,1528,1781,4717,1200,548228,36,2011,2011-35,35,1312,0,#N/A,,
9/5/2011 0:00,0.907804,0.936075,1622,1809,4813,1184,514168,37,2011,2011-36,36,1438,0,#N/A,,
9/12/2011 0:00,1.00555,0.966683,1788,2206,5567,1196,575887,38,2011,2011-37,37,1516,0,#N/A,,
9/19/2011 0:00,1.03601,0.996007,1816,2264,5822,1201,584534,39,2011,2011-38,38,919,0,#N/A,,
9/26/2011 0:00,1.07583,1.10846,2248,2514,6708,1213,605162,40,2011,2011-39,39,820,0,#N/A,,
10/3/2011 0:00,1.16092,1.20345,3106,3485,9365,1850,778182,41,2011,2011-40,40,786,8,#N/A,,
10/10/2011 0:00,1.19785,1.23777,3317,3667,9803,1883,791987,42,2011,2011-41,41,861,5,#N/A,,
10/17/2011 0:00,1.27926,1.25259,3324,3837,9958,1905,794995,43,2011,2011-42,42,789,8,#N/A,,
10/24/2011 0:00,1.29194,1.30546,3453,4035,10298,1900,788840,44,2011,2011-43,43,575,2,#N/A,,
10/31/2011 0:00,1.42824,1.45295,3634,4658,11396,1925,784334,45,2011,2011-44,44,400,6,#N/A,,
11/7/2011 0:00,1.39803,1.44089,3949,4348,11496,1946,797839,46,2011,2011-45,45,276,2,#N/A,,
11/14/2011 0:00,1.45831,1.46221,3923,4361,11721,1900,801594,47,2011,2011-46,46,180,4,#N/A,,
11/21/2011 0:00,1.56548,1.65573,4125,3340,10377,1918,626731,48,2011,2011-47,47,35,9,#N/A,,
11/28/2011 0:00,1.34313,1.46606,4237,3955,11479,1904,782984,49,2011,2011-48,48,32,9,#N/A,,
12/5/2011 0:00,1.48139,1.51811,3995,4040,11187,1898,736905,50,2011,2011-49,49,69,8,#N/A,,
12/12/2011 0:00,1.63398,1.66429,4579,4097,12137,1872,729258,51,2011,2011-50,50,63,16,#N/A,,
12/19/2011 0:00,1.83126,1.85274,5016,3535,11958,1851,645424,52,2011,2011-51,51,84,14,#N/A,,
12/26/2011 0:00,2.10451,2.12413,5243,3184,12356,1821,581697,53,2011,2011-52,52,101,26,#N/A,,
